"Year","Make","Model","HorsePower","Price","ConsumerRating","ConsumerReviews","SellerType","SellerName","SellerRating","SellerReviews","StreetName","State","Zipcode","DealType","ComfortRating","InteriorDesignRating","PerformanceRating","ValueForMoneyRating","ExteriorStylingRating","ReliabilityRating","Color","InteriorColor","Drivetrain","MinMPG","MaxMPG","FuelType","Transmission","Engine","Engine Capacity(L)","Cylinder","VIN","Stock#","Mileage","bodyType","numberOfDoors"
"2020","BMW","M4 Base","431","72985","4.9","1","Dealer","BMW of Dallas","4.6","2033","6200 Lemmon Ave Dallas","TX","75209","Fair","5","5","5","4","5","5","Black Sapphire Metallic","–","Rear-wheel Drive","17","25","Gasoline","7-Speed Automatic with Auto-Shift","3.0L I6 24V GDI DOHC Twin Turbo","3","6","WBS4Z9C06L5N29962","L5N29962","19475","Coupe","2"
"2019","BMW","X3 xDrive30i","249","3892","4.7","99","Dealer","Aristocrat Motors Lee's Summit","5","5","704 SE Oldham Parkway Lees Summit","MO","64081","Good","4.7","4.7","4.8","4.3","4.8","4.6","Phytonic Blue Metallic","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C56KLP83727","P1827","42349","SUV","4"
"2019","BMW","X3 sDrive30i","249","35209","4.7","99","Dealer","EchoPark Automotive New Orleans Delivery Center","2","1","Online Only Metairie","LA","70001","Good","4.7","4.7","4.8","4.3","4.8","4.6","Black Sapphire Metallic","Mocha","Rear-wheel Drive","23","30","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR7C55KLF33547","PKLF33547","42948","Crossover","4"
"2021","BMW","X5 sDrive40i","340","62997","4.8","26","Dealer","Century Automotive","2.1","12","3800 University Dr NW Huntsville","AL","35816","Good","4.9","5","4.9","4.6","4.9","4.9","Alpine White","Beige","Rear-wheel Drive","21","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR4C08M9G27828","P8557","17564","Crossover","4"
"2019","BMW","X3 xDrive30i","249","38942","4.7","99","Dealer","Ourisman Volkswagen Volvo of Bethesda","4.3","283","7001 Arlington Rd Bethesda","MD","20814","Good","4.7","4.7","4.8","4.3","4.8","4.6","Black Sapphire Metallic","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C59KLP82166","V20419A","37486","SUV","4"
"2016","BMW","340 i xDrive","374","2953","4.6","17","Dealer","Northshore Motors","3.4","237","180 Michael Dr Syosset","NY","11791","Fair","4.5","4.6","4.8","4.3","4.7","4.6","Silver","Coral Red / Black","All-wheel Drive","22","33","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBA8B7C58GK703452","703452","86734","Sedan","4"
"2021","BMW","330 i xDrive","258","45995","4.9","11","Dealer","BMW of Warwick","4.7","715","1515 Bald Hill Rd Warwick","RI","2886","Good","4.8","4.8","4.9","4.8","4.9","4.7","Phytonic Blue Metallic","Black","All-wheel Drive","25","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","3MW5R7J03M8B98634","60204","11386","Sedan","4"
"2020","BMW","X7 xDrive40i","381","7298","4.9","22","Dealer","Valencia BMW","4.6","1269","23435 Valencia Blvd Valencia","CA","91355","Good","5","5","5","4.7","4.9","4.9","Black Sapphire Metallic","–","All-wheel Drive","20","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCW2C05L9C22599","L9C22599","13840","SUV","4"
"2008","BMW","M6","560","2712","4.8","14","Dealer","TRED Private Seller (Downtown LA)","3","4","ONLINE ONLY - No Retail Location Los Angeles","CA","90017","Good","4.7","4.8","4.9","4.6","4.8","4.8","Silver","–","Rear-wheel Drive","11","17","Gasoline","7-Speed Automatic with Auto-Shift","5.0L V10 40V MPFI DOHC","5","10","WBSEK935X8CY79408","WBSEK935X8CY79408","45000","Cabriolet","4"
"2018","BMW","X6 xDrive35i","306","52532","4.7","9","Dealer","MB Motors - Bellingham","4.2","34","700 Ohio St Bellingham","WA","98225","Good","4.7","4.8","4.8","4.3","4.9","4.6","Alpine White","Coral Red / Black","All-wheel Drive","18","24","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKU2C52J0X51410","B6883","12683","SUV","4"
"2019","BMW","X5 xDrive40i","340","56999","4.7","55","Dealer","BMW Mini of Birmingham","4.7","720","1000 Tom Williams Way Irondale","AL","35210","Fair","5","4.9","4.9","4.4","4.7","4.6","Black","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C54KLK88148","BKLK88148","39751","SUV","4"
"2019","BMW","X3 sDrive30i","249","39995","4.7","99","Dealer","United BMW","4.5","804","1501 Alpharetta Hwy Alpharetta","GA","30076","Good","4.7","4.7","4.8","4.3","4.8","4.6","Black Sapphire Metallic","Canberra Beige","Rear-wheel Drive","23","30","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR7C55KLR51183","R41598A","11026","Crossover","4"
"2018","BMW","X2 xDrive28i","231","33988","4.7","42","Dealer","BMW of Gwinnett Place","4.7","846","3264 Commerce Ave Duluth","GA","30096","Fair","4.6","4.7","4.7","4.5","4.9","4.5","Jet Black","Oyster / Black","All-wheel Drive","21","31","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXYJ5C39JEF70480","P43294","34341","SUV","4"
"2017","BMW","X3 sDrive28i","245","28993","4.8","89","Dealer","Mercedes-Benz of Mt. Pleasant","4.7","57","2121 US-17 Mt Pleasant","SC","29466","Good","4.8","4.8","4.9","4.5","4.8","4.9","White Metallic","Mocha","Rear-wheel Drive","21","28","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXWZ7C3XH0V91365","MP3141A","45646","Crossover","4"
"2020","BMW","X5 xDrive40i","340","55102","4.7","53","Dealer","Moore Cadillac- We will buy your car","4.7","697","25450 Pleasant Valley Rd Chantilly","VA","20152","Good","4.8","4.8","4.8","4.4","4.7","4.7","Phytonic Blue Metallic","Canberra Beige","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C05L9B91286","311845A","20912","SUV","4"
"2018","BMW","X5 xDrive50i","329","44995","4.8","66","Dealer","INFINITI of Englewood","3.7","21","60 Rockwood Place ENGLEWOOD","NJ","7631","Great","4.8","4.9","4.9","4.5","4.9","4.8","Black Sapphire Metallic","Black","All-wheel Drive","15","21","Gasoline","8-SPEED A/T","8 Cylinder Engine","4.4","8","5UXKR6C51J0U15787","J0U15787","36215","SUV","4"
"2019","BMW","X3 sDrive30i","249","33195","4.7","99","Dealer","Huntington Beach Chrysler Dodge Jeep Ram","4.1","1844","16555 Beach Blvd Huntington Beach","CA","92647","Great","4.7","4.7","4.8","4.3","4.8","4.6","–","–","Rear-wheel Drive","23","30","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR7C55KLF37355","67358P","17505","Crossover","4"
"2019","BMW","X5 xDrive40i","340","53995","4.7","55","Dealer","Peterson Auto Group","4.7","4177","9101 W Fairview Ave Boise","ID","83704","Good","5","4.9","4.9","4.4","4.7","4.6","Alpine White","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C58KLL37822","WL220116","35694","SUV","4"
"2019","BMW","X3 xDrive30i","249","42998","4.7","99","Dealer","CarMax Maplewood - Now offering Curbside Pickup","2.4","4","1325 Beam Ave Maplewood","MN","55109","Good","4.7","4.7","4.8","4.3","4.8","4.6","Black","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C56KLE17267","22072404","23071","SUV","4"
"2019","BMW","X5 xDrive40i","340","54234","4.7","55","Dealer","Napleton Porsche of Westmont","4.8","759","201 E Ogden Ave Westmont","IL","60559","Fair","5","4.9","4.9","4.4","4.7","4.6","Jet Black","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C58KLL64230","13512A","23900","SUV","4"
"2019","BMW","X3 sDrive30i","249","34795","4.7","99","Dealer","Gravity Autos Atlanta","4.7","512","5465 Peachtree Industrial Blvd Chamblee","GA","30341","Good","4.7","4.7","4.8","4.3","4.8","4.6","Jet Black","Black","Rear-wheel Drive","23","30","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR7C52KLF29889","F29889","39084","Crossover","4"
"2019","BMW","X3 xDrive30i","249","35998","4.7","99","Dealer","CarMax South Boulevard - Now offering Curbside Pickup and Home Delivery","3.6","12","10510 Cadillac St Pineville","NC","28134","Fair","4.7","4.7","4.8","4.3","4.8","4.6","Black","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C53KLD91694","22767183","49088","SUV","4"
"2019","BMW","X3 xDrive30i","249","39998","4.7","99","Dealer","CarMax Laurel - Now offering Curbside Pickup","3","31","8800 Freestate Dr. Laurel","MD","20723","Good","4.7","4.7","4.8","4.3","4.8","4.6","Black","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C56KLP91858","22598175","29004","SUV","4"
"2020","BMW","X3 xDrive30i","249","38995","4.9","51","Dealer","Penn Toyota","4.6","722","2400 Northern Blvd Greenvale","NY","11548","Great","5","4.9","4.9","4.7","4.9","4.9","Jet Black","Canberra Beige/Black","All-wheel Drive","24","29","Gasoline","Automatic","Intercooled Turbo Premium Unleaded I-4 2.0 L/122","2","4","5UXTY5C05L9B76719","U25961P","30507","SUV","4"
"2020","BMW","X5 xDrive40i","340","59495","4.7","53","Dealer","BMW of Vista","4.5","667","1715 Hacienda Dr Vista","CA","92081","Good","4.8","4.8","4.8","4.4","4.7","4.7","Dark Graphite Metallic","–","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C01L9B71326","L9B71326","12412","SUV","4"
"2016","BMW","X5 xDrive50i","329","30995","4.8","73","Dealer","Peterson Auto Group","4.7","4177","9101 W Fairview Ave Boise","ID","83704","Fair","4.8","4.8","4.8","4.5","4.8","4.7","White Metallic","Mocha","All-wheel Drive","15","21","Gasoline","8-Speed Automatic","4.4L V8 32V GDI DOHC Twin Turbo","4.4","8","5UXKR6C53G0J80236","W220049A","91976","SUV","4"
"2018","BMW","X3 xDrive30i","249","37988","4.8","64","Dealer","Sewell BMW of Grapevine","3.9","60","1111 E State Hwy 114 Grapevine","TX","76051","Fair","4.9","4.9","4.8","4.4","4.9","4.6","Dark Graphite Metallic","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C55JLC82426","5139720A","48504","SUV","4"
"2015","BMW","X3 xDrive28i","245","18995","4.6","47","Dealer","Tom's Auto Sales West","4.1","39","4900 Merle Hay Rd Urbandale","IA","50322","Great","4.5","4.5","4.7","4.4","4.7","4.5","Space Gray Metallic","Sand Beige","All-wheel Drive","21","28","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXWX9C51F0D53116","W53116","28490","SUV","4"
"2011","BMW","550 i xDrive","530","15895","4.5","48","Dealer","Car Nova","4.7","197","3893 Jefferson Davis Hwy Stafford","VA","22554","Good","4.6","4.5","4.6","4.3","4.6","4.2","–","–","All-wheel Drive","16","24","Gasoline","8-Speed Automatic","4.4L V8 32V GDI DOHC Twin Turbo","4.4","8","WBAFU9C58BC785974","CSA6031","73142","Sedan","4"
"2021","BMW","330 i","258","39998","4.9","11","Dealer","CarMax Pleasant Hill - Now offering Curbside Pickup and Home Delivery","2.2","3","77 Chilpancingo Parkway Pleasant Hill","CA","94523","Fair","4.8","4.8","4.9","4.8","4.9","4.7","Black","Tan","Rear-wheel Drive","26","36","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","3MW5R1J04M8B69785","22665730","23485","Sedan","4"
"2021","BMW","X3 sDrive30i","249","4449","4.7","29","Dealer","David McDavid Honda Irving","4","856","3700 W. Airport Expressway Irving","TX","75062","Good","4.8","4.7","4.8","4.5","4.8","4.6","White Metallic","Black","Rear-wheel Drive","25","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY3C05M9G31753","MHIP210092","12558","Crossover","4"
"2021","BMW","X5 xDrive40i","340","64995","4.8","26","Dealer","United BMW","4.5","804","1501 Alpharetta Hwy Alpharetta","GA","30076","Good","4.9","5","4.9","4.6","4.9","4.9","Mineral White Metallic","Cognac","All-wheel Drive","21","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C0XM9G90201","R41579A","19906","SUV","4"
"2017","BMW","X5 xDrive35i","306","32998","4.7","77","Dealer","Rick Hendrick Buick GMC","4.5","716","3244 Commerce Ave NW Duluth","GA","30096","Fair","4.8","4.7","4.7","4.4","4.8","4.7","Dark Graphite Metallic","Black","All-wheel Drive","18","24","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKR0C58H0U55081","N82546A","89990","SUV","4"
"2020","BMW","X5 xDrive40i","340","57838","4.7","53","Dealer","BMW of Rochester","4.4","221","4250 W Henrietta Rd Rochester","NY","14623","Good","4.8","4.8","4.8","4.4","4.7","4.7","Dark Graphite Metallic","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C08LLL66050","BR22L181","40034","SUV","4"
"2019","BMW","X5 xDrive40i","340","55997","4.7","55","Dealer","BMW Encinitas","4.4","1140","1302 Encinitas Blvd Encinitas","CA","92024","Good","5","4.9","4.9","4.4","4.7","4.6","Jet Black","–","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C50KLL52055","KLL52055","19685","SUV","4"
"2019","BMW","330 i xDrive","258","39542","4.9","30","Dealer","Alexandria VW","4.6","866","107 W Glebe Rd Alexandria","VA","22305","Good","4.9","4.9","5","4.6","4.9","4.9","Jet Black","Mocha","All-wheel Drive","25","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R7C50KAJ84880","P25623","12034","Sedan","4"
"2017","BMW","X5 sDrive35i","306","27997","4.7","77","Dealer","Sewell BMW MINI of Plano","4.7","1064","6800 Dallas Pkwy Plano","TX","75024","Fair","4.8","4.7","4.7","4.4","4.8","4.7","Black Sapphire Metallic","Black","Rear-wheel Drive","18","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKR2C57H0U18938","5138832A","99265","Crossover","4"
"2015","BMW","X5 xDrive35i","306","24946","4.7","97","Dealer","CarShop Glen Mills","4.9","95","1021 Baltimore Pike Glen Mills","PA","19342","Fair","4.8","4.8","4.9","4.3","4.8","4.5","Sparkling","Canberra Beige","All-wheel Drive","18","27","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKR0C50F0P03742","F07648M","82777","SUV","4"
"2019","BMW","X7 xDrive50i","530","79777","4.1","22","Dealer","Luxury Motor Cars","3.4","5","245 U.S. 22 Hillside","NJ","7205","Good","4.5","4.6","4","3.4","4.5","3.5","Carbon Black Metallic","Tartufo","All-wheel Drive","15","21","Gasoline","8-Speed Automatic","4.4L V8 32V GDI DOHC Twin Turbo","4.4","8","5UXCX4C59KLS38775","LMS38775","1977","SUV","4"
"2020","BMW","X3 xDrive30i","249","39207","4.9","51","Dealer","Chrysler Dodge Jeep Ram Fiat of Manhattan","3.7","47","678 11th Avenue New York","NY","10019","Great","5","4.9","4.9","4.7","4.9","4.9","Blue Metallic","Cognac","All-wheel Drive","24","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY5C06L9C58927","MUL9C58927","28095","SUV","4"
"2016","BMW","X5 xDrive35i","306","34998","4.8","73","Dealer","CarMax Danvers - Now offering Curbside Pickup and Home Delivery","1.8","12","161 Andover St Danvers","MA","1923","Good","4.8","4.8","4.8","4.5","4.8","4.7","White","Canberra Beige","All-wheel Drive","18","24","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKR0C54G0P34221","22816406","39130","SUV","4"
"2014","BMW","X5 xDrive50i","329","2399","4.7","62","Dealer","Automotive Imports","4.8","145","1207 S Platte River Dr Denver","CO","80223","Fair","4.8","4.6","4.8","4.4","4.7","4.6","Space Gray Metallic","Black","All-wheel Drive","14","22","Gasoline","8-Speed Automatic","4.4L V8 32V GDI DOHC Twin Turbo","4.4","8","5UXKR6C54E0J72403","J72403","117760","SUV","4"
"2020","BMW","330 i","258","39998","4.6","25","Dealer","CarMax Denton - Now offering Curbside Pickup and Home Delivery","1.8","2","4200 S I-35E Denton","TX","76210","Fair","4.8","4.7","4.5","4.2","4.6","4.7","Gray","Black","Rear-wheel Drive","26","36","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","3MW5R1J03L8B22956","22388693","23995","Sedan","4"
"2019","BMW","330 i","258","37713","4.9","30","Dealer","Carriage Kia of Woodstock","4.8","604","630 Olde Rope Mill Park Rd Woodstock","GA","30188","Good","4.9","4.9","5","4.6","4.9","4.9","White Metallic","Black","Rear-wheel Drive","26","36","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R1C51KAK10948","MK10948","16062","Sedan","4"
"2021","BMW","330 i xDrive","258","42998","4.9","11","Dealer","CarMax Dulles - Now offering Curbside Pickup and Home Delivery","2.9","22","45210 Towlern Pl Sterling","VA","20165","Good","4.8","4.8","4.9","4.8","4.9","4.7","Black","Black","All-wheel Drive","25","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","3MW5R7J06M8B89068","23013215","20045","Sedan","4"
"2018","BMW","X2 xDrive28i","231","26495","4.7","42","Dealer","Victory Mitsubishi","3.4","472","4070 Boston rd Bronx","NY","10475","Great","4.6","4.7","4.7","4.5","4.9","4.5","Mineral Gray Metallic","Black","All-wheel Drive","21","31","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXYJ5C34JEF75800","17293S","30812","SUV","4"
"2021","BMW","330 i xDrive","258","45607","4.9","11","Dealer","BMW of Warwick","4.7","715","1515 Bald Hill Rd Warwick","RI","2886","Good","4.8","4.8","4.9","4.8","4.9","4.7","Mineral Gray Metallic","Black","All-wheel Drive","25","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","3MW5R7J08M8C04377","60300","10746","Sedan","4"
"2018","BMW","320 i xDrive","184","35985","4.9","50","Dealer","Auto Use","1.4","2","39 Haverhill St Andover","MA","1810","Fair","4.9","4.8","4.9","4.8","4.8","5","Alpine White","Black","All-wheel Drive","23","34","Gasoline","8-SPEED A/T","4 Cylinder Engine","2","4","WBA8E5G56JNU45699","U45699","13682","Hatchback","4"
"2019","BMW","X7 xDrive40i","381","68668","4.1","22","Dealer","Kuni BMW","4.7","1384","10999 SW Canyon Rd Beaverton","OR","97005","Good","4.5","4.6","4","3.4","4.5","3.5","Alpine White","Black","All-wheel Drive","20","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCW2C51KL085638","KL085638","32428","SUV","4"
"2019","BMW","X5 xDrive40i","340","56310","4.7","55","Dealer","BMW of Spokane","4.7","708","215 E Montgomery Ave Spokane","WA","99207","Good","5","4.9","4.9","4.4","4.7","4.6","Metallic","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C53KLL52647","LL52647B","19138","SUV","4"
"2018","BMW","X2 xDrive28i","231","28995","4.7","42","Dealer","United BMW","4.5","804","1501 Alpharetta Hwy Alpharetta","GA","30076","Fair","4.6","4.7","4.7","4.5","4.9","4.5","Black Sapphire Metallic","Black","All-wheel Drive","21","31","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXYJ5C39JEF71273","R26235A","53672","SUV","4"
"2017","BMW","X5 xDrive35i","306","2909","4.7","77","Dealer","Exclusive Motor Cars","4.6","659","10100 Liberty Rd Randallstown","MD","21133","Good","4.8","4.7","4.7","4.4","4.8","4.7","Glacier Silver Metallic","Black","All-wheel Drive","18","24","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKR0C35H0V69571","0V69571","77090","SUV","4"
"2011","BMW","328 i xDrive","245","13995","4.5","229","Dealer","Premier Auto Group","4.4","56","107 Ganttown Rd Turnersville","NJ","8012","NA","4.5","4.5","4.6","4.3","4.7","4.4","Silver","Black","All-wheel Drive","17","26","Gasoline","6-Speed Automatic","3.0L I6 24V MPFI DOHC","3","6","WBAPK5C59BF122513","6842","87988","Sedan","4"
"2014","BMW","X3 xDrive35i","306","20988","4.7","69","Dealer","PNW Luxury Cars","4.7","167","12800 Aurora Ave N Suite A Seattle","WA","98109","Fair","4.7","4.6","4.8","4.4","4.7","4.7","Alpine White","Red","All-wheel Drive","19","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXWX7C53E0E79576","23361","81864","SUV","4"
"2019","BMW","640 Gran Turismo i xDrive","340","44995","4.7","3","Dealer","United BMW","4.5","804","1501 Alpharetta Hwy Alpharetta","GA","30076","Good","5","5","5","3.7","4.7","5","Carbon Black Metallic","Black","All-wheel Drive","20","28","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBAJV6C54KBK08144","R25615","45094","Hatchback","4"
"2019","BMW","X3 xDrive30i","249","40998","4.7","99","Dealer","CarMax Independence Boulevard - Now offering Curbside Pickup and Home Delivery","3","9","7700 Krefeld Dr Charlotte","NC","28227","Fair","4.7","4.7","4.8","4.3","4.8","4.6","Black","Mocha","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C5XKLE16543","22805153","39377","SUV","4"
"2019","BMW","X3 xDrive30i","249","41998","4.7","99","Dealer","CarMax White Marsh - Now offering Curbside Pickup","2.8","32","10201 Philadelphia Rd White Marsh","MD","21162","Fair","4.7","4.7","4.8","4.3","4.8","4.6","Silver","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C54KLE14741","22895331","21277","SUV","4"
"2018","BMW","530 i","231","33888","4.8","18","Dealer","INFINITI of San Jose","4.4","133","2198 Tully Rd San Jose","CA","95122","Good","4.8","4.8","4.8","4.4","4.8","4.8","Glacier Silver Metallic","Black","Rear-wheel Drive","24","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBAJA5C56JG900218","JG900218I","40544","Sedan","4"
"2018","BMW","X2 xDrive28i","231","31788","4.7","42","Dealer","BMW of Gwinnett Place","4.7","846","3264 Commerce Ave Duluth","GA","30096","Fair","4.6","4.7","4.7","4.5","4.9","4.5","Mediterranean Blue Metallic","Black","All-wheel Drive","21","31","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXYJ5C34JEF81290","P43236","37956","SUV","4"
"2018","BMW","330 i xDrive","258","31998","4.8","32","Dealer","CarMax King of Prussia - Now offering Curbside Pickup","5","3","185 S Gulph Rd King of Prussia","PA","19406","Good","4.9","4.7","4.9","4.6","4.8","4.8","Gray","Coral Red / Black","All-wheel Drive","23","33","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA8D9C56JEM33097","22744799","31660","Sedan","4"
"2020","BMW","X3 xDrive30i","249","35523","4.9","51","Dealer","DCH Academy Honda","4.8","7350","1101 U.S. 9 Old Bridge Township","NJ","8857","Great","5","4.9","4.9","4.7","4.9","4.9","Black Sapphire Metallic","Black","All-wheel Drive","24","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY5C03LLT33339","AHP8372","52765","SUV","4"
"2018","BMW","X3 xDrive30i","249","36998","4.8","64","Dealer","CarMax Capitol Expressway - Now offering Curbside Pickup and Home Delivery","1.8","4","750 W Capitol Expy San Jose","CA","95136","Fair","4.9","4.9","4.8","4.4","4.9","4.6","Burgundy","Gray","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C55JLA13911","22669329","40823","SUV","4"
"2016","BMW","X6 xDrive35i","306","41985","4.8","20","Dealer","Alpha Luxury Motors","4.4","21","505 Ogden Ave Downers Grove","IL","60515","Fair","4.8","4.7","4.9","4.6","4.9","4.7","Space Gray Metallic","Black","All-wheel Drive","18","24","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKU2C59G0N81264","A465","38144","SUV","4"
"2019","BMW","330 i xDrive","258","3499","4.9","30","Dealer","BMW of Ridgefield","4.7","488","746 Danbury Road Ridgefield","CT","6877","Good","4.9","4.9","5","4.6","4.9","4.9","Blue Metallic","Cognac","All-wheel Drive","25","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R7C51KAJ87545","BK0389","41719","Sedan","4"
"2020","BMW","M340 i xDrive","387","50797","4.9","29","Dealer","Plaza BMW","4.2","301","11858 Olive Blvd Creve Coeur","MO","63141","Great","4.8","4.8","5","4.7","4.9","4.9","Black Sapphire Metallic","Black","All-wheel Drive","22","30","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBA5U9C01LFH05773","PLB220262A","27260","Sedan","4"
"2021","BMW","X3 sDrive30i","249","46175","4.7","29","Dealer","Checkered Flag BMW & Mini","4.9","3037","5225 Virginia Beach Blvd Virginia Beach","VA","23462","Fair","4.8","4.7","4.8","4.5","4.8","4.6","Black Sapphire Metallic","Cognac","Rear-wheel Drive","25","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY3C02M9E82816","BY39206","38284","Crossover","4"
"2019","BMW","740 i","380","48999","4.5","2","Dealer","Beverly Hills BMW","4.6","499","5070 Wilshire Blvd LA","CA","90036","Great","5","4","4.5","4","4","4.5","Black Sapphire Metallic","Black","Rear-wheel Drive","21","29","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBA7E2C55KB218250","LKB218250","33516","Sedan","4"
"2020","BMW","X7 xDrive40i","381","61988","4.9","22","Dealer","AutoNation Toyota Mall of Georgia","4.7","2558","3505 Buford Dr Buford","GA","30519","Good","5","5","5","4.7","4.9","4.9","Alpine White","–","All-wheel Drive","20","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCW2C09L9A03757","L9A03757","64709","SUV","4"
"2020","BMW","X7 xDrive40i","381","70995","4.9","22","Dealer","Kingstowne Motorcars","4.8","657","10439 Nokesville Rd Manassas","VA","20110","Great","5","5","5","4.7","4.9","4.9","Tanzanite Blue II Metallic","Coffee","All-wheel Drive","20","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCW2C02L9C67225","KTM5565","23835","SUV","4"
